code,name,synonyms,unit,tables,comments,examples
"F18D4N3","fatty acid 18:4 n-3","","g","FRN","",""
"F20D2","fatty acid 20:2","eicosadienoic acid","g","PRC, FRN","",""
"F20D2N6","fatty acid 20:2 n-6","","g","","",""
"F20D2CN6","fatty acid cis, cis 20:2 n-6","","g","USDA 672","",""
"F20D3","fatty acid 20:3","eicosatrienoic acid","g","USDA 689, FRN, DAN","",""
"F20D3N3","fatty acid 20:3 n-3","","g","","",""
"F20D3N6","fatty acid 20:3 n-6","homogammalinolenic","g","USDA 853","",""
"F20D3N9","fatty acid 20:3 n-9","","g","","",""
"F20D4","fatty acid 20:4","arachidonic acid","g","USDA 620, FRN","",""
"F20D4N3","fatty acid 20:4 n-3","","g","","",""
"F20D4N6","fatty acid 20:4 n-6","arachidonic acid; eicosatetraenoic acid","g","USDA 855, SFK, NE, PRC, FRN, DAN, SWD","",""
"F20D5","fatty acid 20:5","eicosapentaenoic acid","g","FRN","",""
"F20D5N3","fatty acid 20:5 n-3","eicosapentaenoic acid; EPA; timnodonic acid","g","USDA 629, NE, FRN, DAN, SWD","",""
"F21D5N3","fatty acid 21:5 n-3","","g","","",""
"F22D2","fatty acid 22:2","docosadienoic acid","g","FRN","",""
"F22D3","fatty acid 22:3","","g","NZ","",""
"F22D4","fatty acid 22:4","docosatetraenoic acid","g","FRN","",""
"F22D4N3","fatty acid 22:4 n-3","","g","","",""
"F22D5","fatty acid 22:5","docosapentaenoic acid","g","FRN","",""
"F22D5N3","fatty acid 22:5 n-3","docosapentaenoic acid","g","USDA 631, NE, PRC, FRN, DAN, SWD","",""
"F22D5N6","fatty acid 22:5 n-6","","g","NZ","",""
"F22D6","fatty acid 22:6","docosahexaenoic acid","g","FRN","",""
"F22D6N3","fatty acid 22:6 n-3","docosahexaenoic acid; DHA","g","USDA 621, NE, PRC, FRN, DAN, SWD","",""
"F24D6","fatty acid 24:6","","g","NZ","",""
"FACID","fatty acids, total","","g","","Two data items are required for tagname <FACID>: the total quantity of fatty acids and identification of the conversion factor used to calculate this value from the quantity of total fat. If the conversion factor was taken from a table in one of the sources identified by the keywords listed below, the keyword should be used during data interchange. Otherwise, the conversion factor can be explicitly stated within a secondary tagname. It is also acceptable to include both a keyword and the specific conversion factor in the data.",""
"FADT","fatty acids, total double trans","","g","","Some countries are planning actions to limit these acids (not single trans) from foods, e.g., chocolate.",""
"FAESS","fatty acids, total essential","","g","FRN","This value is the sum of linoleic acid, linolenic acid, and arachidonic acid.",""
"FAFRE","fatty acids, total free","","g","USDA 658","",""
"FAMS","fatty acids, total monounsaturated","","g","USDA 645, NE, FRN, DAN, SWD","",""
"FAPU","fatty acids, total polyunsaturated","","g","USDA 646, IND, NE, FRN, DAN, SWD","",""
"FAPUN3","fatty acids, total n-3 polyunsaturated","","g","","",""
"FAPUN6","fatty acids, total n-6 polyunsaturated","","g","","",""
"FASAT","fatty acids, total saturated","","g","USDA 606, SFK, NE, EA, FRN, DAN, SWD","",""
"FAT","fat, total","total lipid","g","USDA 204, SFK, MW, ETH, EGP, IND, NE, EA, PRC, FRN, DAN, SWD","",""
"FATCE","fat, total; derived by analysis using continuous extraction","","g","","The Soxhlet method has often been used to analyse for total fat using continuous extraction. This method tends to underestimate the total fat value of a food.",""
"FATNLEA","total fat by NLEA definition (triglyceride equivalents of fatty acids)","","g","","",""
"FATRN","fatty acids, total trans","","g","USDA 605","",""
"FATRNM","fatty acids, total trans-monoenoic","","g","USDA 693","",""
"FATRNP","fatty acids, total trans-polyenoic","","g","USDA 695","",""
